Recording	Participant	Gender	Timeline	TOI	Interval	Media	AOI	Total_duration_of_fixations	Average_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Average_pupil_diameter
Recording16	Participant14	Female	White on Black	java1 (1)	1	java1	VarUpdate	5973	161	37	4732	487	4.00921
Recording16	Participant14	Female	White on Black	java2 (1)	1	java2	BugIsHere	12344	229	54	11308	240	3.8598
Recording16	Participant14	Female	White on Black	java2 (1)	1	java2	ForLoop	7798	223	35	0	218	3.76019
Recording16	Participant14	Female	White on Black	java2 (1)	1	java2	FunctionHeader	432	216	2	7633	252	3.54214
Recording16	Participant14	Female	White on Black	java2 (1)	1	java2	VarDeclaration	2362	236	10	5096	287	3.63645
Recording16	Participant14	Female	White on Black	py1sem (1)	1	py1sem	BuggyCall	4505	196	23	288	170	3.63775
Recording16	Participant14	Female	White on Black	py1sem (1)	1	py1sem	BugIsHere	20489	253	81	6177	235	3.83577
Recording16	Participant14	Female	White on Black	py1sem (1)	1	py1sem	CastingCall	19477	229	85	513	208	3.68195
Recording16	Participant14	Female	White on Black	py1sem (1)	1	py1sem	CastingFunction	34836	226	154	4975	147	3.72374
Recording16	Participant14	Female	White on Black	py1sem (1)	1	py1sem	MainHeader	0		0			
Recording16	Participant14	Female	White on Black	py1sem (1)	1	py1sem	PrintStatement	15505	239	65	4125	72	3.72477
Recording16	Participant14	Female	White on Black	py1sem (1)	1	py1sem	VarDeclaration	13320	226	59	1133	148	3.61039
Recording16	Participant14	Female	White on Black	py1syn (1)	1	py1syn	BugIsHere	3327	208	16	8168	225	4.01898
Recording16	Participant14	Female	White on Black	py1syn (1)	1	py1syn	FirstIfStatement	11255	221	51	2188	248	3.77065
Recording16	Participant14	Female	White on Black	py1syn (1)	1	py1syn	FunctionCall	4700	235	20	1162	257	3.63644
Recording16	Participant14	Female	White on Black	py1syn (1)	1	py1syn	FunctionHeader	3058	218	14	19749	172	3.66892
Recording16	Participant14	Female	White on Black	py1syn (1)	1	py1syn	MainHeader	412	206	2	65949	195	3.43619
Recording16	Participant14	Female	White on Black	py1syn (1)	1	py1syn	PrintStatement	4955	191	26	1447	240	3.63182
Recording16	Participant14	Female	White on Black	py1syn (1)	1	py1syn	Return	3382	211	16	10037	158	3.94636
Recording16	Participant14	Female	White on Black	py1syn (1)	1	py1syn	SecondIfStatement	13967	237	59	5395	150	3.83515
Recording16	Participant14	Female	White on Black	py1syn (1)	1	py1syn	ThirdIfStatement	21775	196	111	0	120	3.94188
Recording16	Participant14	Female	White on Black	py1syn (1)	1	py1syn	VarDeclaration	3620	241	15	350	262	3.58533
Recording16	Participant14	Female	White on Black	py2sem (1)	1	py2sem	BugIsHere	5110	189	27	228	257	3.61795
Recording16	Participant14	Female	White on Black	py2sem (1)	1	py2sem	BugIsHere2	2865	205	14	4196	77	3.61242
Recording16	Participant14	Female	White on Black	py2sem (1)	1	py2sem	FirstPrint	11182	215	52	3979	185	3.61364
Recording16	Participant14	Female	White on Black	py2sem (1)	1	py2sem	Increment	27312	325	84	1731	193	3.77839
Recording16	Participant14	Female	White on Black	py2sem (1)	1	py2sem	MainHeader	465	233	2	908	218	3.57759
Recording16	Participant14	Female	White on Black	py2sem (1)	1	py2sem	SecondPrint	13245	214	62	1951	237	3.74869
Recording16	Participant14	Female	White on Black	py2sem (1)	1	py2sem	VarDeclaration	15937	270	59	533	98	3.56014
Recording16	Participant14	Female	White on Black	py2syn (1)	1	py2syn	BugIsHere	29498	202	146	7686	223	3.77283
Recording16	Participant14	Female	White on Black	py2syn (1)	1	py2syn	FirstIfStatement	60106	231	260	953	140	3.77668
Recording16	Participant14	Female	White on Black	py2syn (1)	1	py2syn	ForLoop	40567	208	195	2054	223	3.77602
Recording16	Participant14	Female	White on Black	py2syn (1)	1	py2syn	MainHeader	1177	235	5	40318	145	3.4689
Recording16	Participant14	Female	White on Black	py2syn (1)	1	py2syn	ThirdIfStatement	20205	192	105	8281	62	3.85914
Recording16	Participant14	Female	White on Black	py2syn (1)	1	py2syn	VarDeclaration	14418	257	56	0	219	3.6979
Recording16	Participant14	Female	White on Black	pycomp1 (1)	1	pycomp1	ForLoop	54157	260	208	0	176	3.76351
Recording16	Participant14	Female	White on Black	pycomp1 (1)	1	pycomp1	FuncCall	1860	233	8	15772	428	3.7312
Recording16	Participant14	Female	White on Black	pycomp1 (1)	1	pycomp1	FuncHeader	1188	170	7	1030	295	3.44051
Recording16	Participant14	Female	White on Black	pycomp1 (1)	1	pycomp1	FuncReturn	7497	250	30	5128	302	3.80186
Recording16	Participant14	Female	White on Black	pycomp1 (1)	1	pycomp1	InputList	3865	242	16	45922	292	3.65466
Recording16	Participant14	Female	White on Black	pycomp1 (1)	1	pycomp1	MainHeader	6033	302	20	46541	118	3.72023
Recording16	Participant14	Female	White on Black	pycomp1 (1)	1	pycomp1	PrintStatement	535	134	4	200887	138	3.7027
Recording16	Participant14	Female	White on Black	pycomp1 (1)	1	pycomp1	VarDeclaration	1893	210	9	498	268	3.60841
Recording16	Participant14	Female	White on Black	pycomp2 (1)	1	pycomp2	ForLoop	44227	170	260	268	263	3.89244
Recording16	Participant14	Female	White on Black	pycomp2 (1)	1	pycomp2	FuncHeader	4013	268	15	7556	142	3.51603
Recording16	Participant14	Female	White on Black	pycomp2 (1)	1	pycomp2	JoinSentence	9547	170	56	24575	142	4.02138
Recording16	Participant14	Female	White on Black	pycomp2 (1)	1	pycomp2	Return	1247	156	8	25650	87	3.91012
Recording16	Participant14	Female	White on Black	pycomp2 (1)	1	pycomp2	SentenceSplit	12220	235	52	2791	143	3.73217
Recording16	Participant14	Female	White on Black	pycomp2 (1)	1	pycomp2	VarDeclaration	6503	224	29	574	213	3.77566
Recording13	Participant12	Female	White on Black	java1 (1)	1	java1	FunctionHeader	200	200	1	1726	200	3.83445
Recording13	Participant12	Female	White on Black	java1 (1)	1	java1	Loop	6379	206	31	0	122	4.27586
Recording13	Participant12	Female	White on Black	java1 (1)	1	java1	ReturnValue	930	155	6	42308	130	4.26389
Recording13	Participant12	Female	White on Black	java1 (1)	1	java1	VarDeclaration	180	180	1	309	180	3.62915
Recording13	Participant12	Female	White on Black	java1 (1)	1	java1	VarUpdate	2800	255	11	11017	188	4.36185
Recording13	Participant12	Female	White on Black	java2 (1)	1	java2	BugIsHere	8220	206	40	6850	128	4.15412
Recording13	Participant12	Female	White on Black	java2 (1)	1	java2	ForLoop	4498	167	27	293	117	4.10202
Recording13	Participant12	Female	White on Black	java2 (1)	1	java2	FunctionHeader	5213	201	26	638	352	3.69528
Recording13	Participant12	Female	White on Black	java2 (1)	1	java2	VarDeclaration	2060	187	11	4455	125	3.92962
Recording13	Participant12	Female	White on Black	py1sem (1)	1	py1sem	BuggyCall	8693	202	43	5876	168	4.05925
Recording13	Participant12	Female	White on Black	py1sem (1)	1	py1sem	BugIsHere	5640	209	27	15923	113	4.20879
Recording13	Participant12	Female	White on Black	py1sem (1)	1	py1sem	CastingCall	9004	196	46	0	162	3.9849
Recording13	Participant12	Female	White on Black	py1sem (1)	1	py1sem	CastingFunction	8913	212	42	7471	260	4.12016
Recording13	Participant12	Female	White on Black	py1sem (1)	1	py1sem	MainHeader	0		0			
Recording13	Participant12	Female	White on Black	py1sem (1)	1	py1sem	PrintStatement	7925	184	43	6674	93	3.99154
Recording13	Participant12	Female	White on Black	py1sem (1)	1	py1sem	VarDeclaration	3230	215	15	194	222	3.82055
Recording13	Participant12	Female	White on Black	py1syn (1)	1	py1syn	BugIsHere	1522	304	5	23626	312	4.25059
Recording13	Participant12	Female	White on Black	py1syn (1)	1	py1syn	FirstIfStatement	3627	181	20	7244	210	4.26227
Recording13	Participant12	Female	White on Black	py1syn (1)	1	py1syn	FunctionCall	512	171	3	349	77	3.93809
Recording13	Participant12	Female	White on Black	py1syn (1)	1	py1syn	FunctionHeader	297	148	2	9224	197	3.94381
Recording13	Participant12	Female	White on Black	py1syn (1)	1	py1syn	MainHeader	165	165	1	1180	165	3.57549
Recording13	Participant12	Female	White on Black	py1syn (1)	1	py1syn	PrintStatement	1798	200	9	179	142	4.0714
Recording13	Participant12	Female	White on Black	py1syn (1)	1	py1syn	Return	223	112	2	32773	105	4.65454
Recording13	Participant12	Female	White on Black	py1syn (1)	1	py1syn	SecondIfStatement	5568	186	30	10870	190	4.32357
Recording13	Participant12	Female	White on Black	py1syn (1)	1	py1syn	ThirdIfStatement	1290	161	8	18621	137	4.39189
Recording13	Participant12	Female	White on Black	py1syn (1)	1	py1syn	VarDeclaration	1133	227	5	449	250	3.8144
Recording13	Participant12	Female	White on Black	py2sem (1)	1	py2sem	BugIsHere	4586	255	18	3494	152	4.18131
Recording13	Participant12	Female	White on Black	py2sem (1)	1	py2sem	BugIsHere2	2007	223	9	0	157	3.92581
Recording13	Participant12	Female	White on Black	py2sem (1)	1	py2sem	FirstPrint	12239	197	62	6619	177	4.13373
Recording13	Participant12	Female	White on Black	py2sem (1)	1	py2sem	Increment	2398	171	14	11550	110	4.32404
Recording13	Participant12	Female	White on Black	py2sem (1)	1	py2sem	MainHeader	143	143	1	839	143	3.50921
Recording13	Participant12	Female	White on Black	py2sem (1)	1	py2sem	SecondPrint	7127	188	38	13115	115	4.03208
Recording13	Participant12	Female	White on Black	py2sem (1)	1	py2sem	VarDeclaration	2835	149	19	189	137	4.01324
Recording13	Participant12	Female	White on Black	py2syn (1)	1	py2syn	BugIsHere	1299	216	6	4428	283	4.16388
Recording13	Participant12	Female	White on Black	py2syn (1)	1	py2syn	FirstIfStatement	4965	199	25	1121	158	4.17539
Recording13	Participant12	Female	White on Black	py2syn (1)	1	py2syn	ForLoop	255	255	1	8647	255	3.78447
Recording13	Participant12	Female	White on Black	py2syn (1)	1	py2syn	MainHeader	0		0			
Recording13	Participant12	Female	White on Black	py2syn (1)	1	py2syn	ThirdIfStatement	963	161	6	4995	150	4.34502
Recording13	Participant12	Female	White on Black	py2syn (1)	1	py2syn	VarDeclaration	530	133	4	175	150	3.55763
Recording13	Participant12	Female	White on Black	pycomp1 (1)	1	pycomp1	ForLoop	5757	186	31	169	192	4.08413
Recording13	Participant12	Female	White on Black	pycomp1 (1)	1	pycomp1	FuncCall	4663	179	26	11642	250	4.49667
Recording13	Participant12	Female	White on Black	pycomp1 (1)	1	pycomp1	FuncHeader	253	253	1	2650	253	3.55345
Recording13	Participant12	Female	White on Black	pycomp1 (1)	1	pycomp1	FuncReturn	2868	191	15	7479	228	4.40562
Recording13	Participant12	Female	White on Black	pycomp1 (1)	1	pycomp1	InputList	977	163	6	9522	145	4.4274
Recording13	Participant12	Female	White on Black	pycomp1 (1)	1	pycomp1	MainHeader	290	145	2	26924	92	4.69531
Recording13	Participant12	Female	White on Black	pycomp1 (1)	1	pycomp1	PrintStatement	892	178	5	26306	178	4.4492
Recording13	Participant12	Female	White on Black	pycomp1 (1)	1	pycomp1	VarDeclaration	207	103	2	2522	95	3.81206
Recording13	Participant12	Female	White on Black	pycomp2 (1)	1	pycomp2	ForLoop	4268	194	22	4146	123	4.38952
Recording13	Participant12	Female	White on Black	pycomp2 (1)	1	pycomp2	FuncHeader	0		0			
Recording13	Participant12	Female	White on Black	pycomp2 (1)	1	pycomp2	JoinSentence	312	156	2	10328	173	4.46751
Recording13	Participant12	Female	White on Black	pycomp2 (1)	1	pycomp2	Return	175	175	1	11226	175	4.49787
Recording13	Participant12	Female	White on Black	pycomp2 (1)	1	pycomp2	SentenceSplit	1507	167	9	1196	190	4.29279
Recording13	Participant12	Female	White on Black	pycomp2 (1)	1	pycomp2	VarDeclaration	927	185	5	1033	128	4.08658
Recording7	Participant6	Female	White on Black	java1 (1)	1	java1	FunctionHeader	3477	248	14	258	163	3.99932
Recording7	Participant6	Female	White on Black	java1 (1)	1	java1	Loop	14269	220	65	0	13	4.24475
Recording7	Participant6	Female	White on Black	java1 (1)	1	java1	ReturnValue	742	185	4	22316	265	4.34517
Recording7	Participant6	Female	White on Black	java1 (1)	1	java1	VarDeclaration	5362	223	24	891	188	4.14104
Recording7	Participant6	Female	White on Black	java1 (1)	1	java1	VarUpdate	8810	210	42	3741	203	4.39471
Recording7	Participant6	Female	White on Black	java2 (1)	1	java2	BugIsHere	3598	225	16	2750	152	4.17795
Recording7	Participant6	Female	White on Black	java2 (1)	1	java2	ForLoop	3957	233	17	2517	210	4.14722
Recording7	Participant6	Female	White on Black	java2 (1)	1	java2	FunctionHeader	4889	222	22	0	170	4.18046
Recording7	Participant6	Female	White on Black	java2 (1)	1	java2	VarDeclaration	1133	162	7	384	162	4.2291
Recording29	Participant27	Male	White on Black	java1 (1)	1	java1	FunctionHeader	5683	247	23	425	140	4.16965
Recording29	Participant27	Male	White on Black	java1 (1)	1	java1	Loop	27929	279	100	6308	355	4.19135
Recording29	Participant27	Male	White on Black	java1 (1)	1	java1	ReturnValue	335	168	2	10796	228	4.29335
Recording29	Participant27	Male	White on Black	java1 (1)	1	java1	VarDeclaration	7610	272	28	0	245	4.15382
Recording29	Participant27	Male	White on Black	java1 (1)	1	java1	VarUpdate	3362	259	13	9826	262	4.30838
Recording29	Participant27	Male	White on Black	java2 (1)	1	java2	BugIsHere	9100	268	34	6062	280	4.36201
Recording29	Participant27	Male	White on Black	java2 (1)	1	java2	ForLoop	24631	262	94	0	262	4.25796
Recording29	Participant27	Male	White on Black	java2 (1)	1	java2	FunctionHeader	18668	249	75	548	232	4.27626
Recording29	Participant27	Male	White on Black	java2 (1)	1	java2	VarDeclaration	8837	245	36	4122	173	4.20773
Recording29	Participant27	Male	White on Black	py1sem (1)	1	py1sem	BuggyCall	21015	247	85	7884	290	4.2743
Recording29	Participant27	Male	White on Black	py1sem (1)	1	py1sem	BugIsHere	22002	262	84	37107	68	4.28686
Recording29	Participant27	Male	White on Black	py1sem (1)	1	py1sem	CastingCall	13245	228	58	3945	210	4.23418
Recording29	Participant27	Male	White on Black	py1sem (1)	1	py1sem	CastingFunction	19462	282	69	31272	135	4.14316
Recording29	Participant27	Male	White on Black	py1sem (1)	1	py1sem	MainHeader	772	257	3	674	187	4.12388
Recording29	Participant27	Male	White on Black	py1sem (1)	1	py1sem	PrintStatement	12269	241	51	14507	217	4.18046
Recording29	Participant27	Male	White on Black	py1sem (1)	1	py1sem	VarDeclaration	12804	233	55	0	190	4.18833
Recording29	Participant27	Male	White on Black	py1syn (1)	1	py1syn	BugIsHere	4533	378	12	41801	643	4.16381
Recording29	Participant27	Male	White on Black	py1syn (1)	1	py1syn	FirstIfStatement	7800	279	28	4258	377	4.29605
Recording29	Participant27	Male	White on Black	py1syn (1)	1	py1syn	FunctionCall	5320	280	19	1758	370	4.35191
Recording29	Participant27	Male	White on Black	py1syn (1)	1	py1syn	FunctionHeader	1766	221	8	0	191	4.19244
Recording29	Participant27	Male	White on Black	py1syn (1)	1	py1syn	MainHeader	312	156	2	666	185	4.1058
Recording29	Participant27	Male	White on Black	py1syn (1)	1	py1syn	PrintStatement	5032	265	19	2454	182	4.35624
Recording29	Participant27	Male	White on Black	py1syn (1)	1	py1syn	Return	902	225	4	30493	215	4.26289
Recording29	Participant27	Male	White on Black	py1syn (1)	1	py1syn	SecondIfStatement	9860	235	42	7369	198	4.30886
Recording29	Participant27	Male	White on Black	py1syn (1)	1	py1syn	ThirdIfStatement	5347	243	22	7823	427	4.31517
Recording29	Participant27	Male	White on Black	py1syn (1)	1	py1syn	VarDeclaration	2563	320	8	224	267	4.21368
Recording29	Participant27	Male	White on Black	py2sem (1)	1	py2sem	BugIsHere	3560	237	15	1629	167	4.1219
Recording29	Participant27	Male	White on Black	py2sem (1)	1	py2sem	BugIsHere2	4035	224	18	10907	285	4.04283
Recording29	Participant27	Male	White on Black	py2sem (1)	1	py2sem	FirstPrint	6283	251	25	12650	515	4.03528
Recording29	Participant27	Male	White on Black	py2sem (1)	1	py2sem	Increment	930	310	3	23581	188	4.02674
Recording29	Participant27	Male	White on Black	py2sem (1)	1	py2sem	MainHeader	2310	330	7	402	162	4.20279
Recording29	Participant27	Male	White on Black	py2sem (1)	1	py2sem	SecondPrint	2687	269	10	23971	187	4.053
Recording29	Participant27	Male	White on Black	py2sem (1)	1	py2sem	VarDeclaration	25636	442	58	0	205	4.10111
Recording29	Participant27	Male	White on Black	py2syn (1)	1	py2syn	BugIsHere	8278	251	33	16938	483	4.23426
Recording29	Participant27	Male	White on Black	py2syn (1)	1	py2syn	FirstIfStatement	8988	290	31	12222	137	4.18223
Recording29	Participant27	Male	White on Black	py2syn (1)	1	py2syn	ForLoop	19462	286	68	2564	75	4.28492
Recording29	Participant27	Male	White on Black	py2syn (1)	1	py2syn	MainHeader	3105	311	10	512	260	4.24773
Recording29	Participant27	Male	White on Black	py2syn (1)	1	py2syn	ThirdIfStatement	4287	252	17	28213	150	4.2441
Recording29	Participant27	Male	White on Black	py2syn (1)	1	py2syn	VarDeclaration	7887	272	29	211	143	4.26528
Recording29	Participant27	Male	White on Black	pycomp1 (1)	1	pycomp1	ForLoop	12509	305	41	0	243	4.27502
Recording29	Participant27	Male	White on Black	pycomp1 (1)	1	pycomp1	FuncCall	3623	279	13	5747	147	4.21974
Recording29	Participant27	Male	White on Black	pycomp1 (1)	1	pycomp1	FuncHeader	4035	252	16	415	290	4.21901
Recording29	Participant27	Male	White on Black	pycomp1 (1)	1	pycomp1	FuncReturn	1410	201	7	3324	178	4.18479
Recording29	Participant27	Male	White on Black	pycomp1 (1)	1	pycomp1	InputList	1623	203	8	11039	210	4.21816
Recording29	Participant27	Male	White on Black	pycomp1 (1)	1	pycomp1	MainHeader	2635	264	10	4680	217	4.2293
Recording29	Participant27	Male	White on Black	pycomp1 (1)	1	pycomp1	PrintStatement	120	120	1	16562	120	4.2719
Recording29	Participant27	Male	White on Black	pycomp1 (1)	1	pycomp1	VarDeclaration	1370	228	6	1743	465	4.2301
Recording29	Participant27	Male	White on Black	pycomp2 (1)	1	pycomp2	ForLoop	48594	257	189	3219	312	4.39928
Recording29	Participant27	Male	White on Black	pycomp2 (1)	1	pycomp2	FuncHeader	3035	253	12	516	175	4.33811
Recording29	Participant27	Male	White on Black	pycomp2 (1)	1	pycomp2	JoinSentence	922	307	3	41535	285	4.50494
Recording29	Participant27	Male	White on Black	pycomp2 (1)	1	pycomp2	Return	657	328	2	2981	198	4.5086
Recording29	Participant27	Male	White on Black	pycomp2 (1)	1	pycomp2	SentenceSplit	13927	273	51	963	297	4.36875
Recording29	Participant27	Male	White on Black	pycomp2 (1)	1	pycomp2	VarDeclaration	10214	269	38	5073	695	4.35939
Recording19	Participant17	Female	White on Black	java1 (1)	1	java1	FunctionHeader	2210	246	9	420	223	4.23494
Recording19	Participant17	Female	White on Black	java1 (1)	1	java1	Loop	19849	251	79	8390	283	4.66234
Recording19	Participant17	Female	White on Black	java1 (1)	1	java1	ReturnValue	1153	192	6	17373	140	4.71199
Recording19	Participant17	Female	White on Black	java1 (1)	1	java1	VarDeclaration	8066	260	31	0	155	4.43924
Recording19	Participant17	Female	White on Black	java1 (1)	1	java1	VarUpdate	2717	340	8	17533	362	4.70057
Recording19	Participant17	Female	White on Black	java2 (1)	1	java2	BugIsHere	6452	230	28	15829	342	4.7498
Recording19	Participant17	Female	White on Black	java2 (1)	1	java2	ForLoop	15935	245	65	10547	340	4.57206
Recording19	Participant17	Female	White on Black	java2 (1)	1	java2	FunctionHeader	16752	254	66	0	210	4.52098
Recording19	Participant17	Female	White on Black	java2 (1)	1	java2	VarDeclaration	8240	266	31	250	130	4.65555
Recording19	Participant17	Female	White on Black	py1sem (1)	1	py1sem	BuggyCall	9477	206	46	84	178	4.45855
Recording19	Participant17	Female	White on Black	py1sem (1)	1	py1sem	BugIsHere	11667	224	52	16329	128	4.57902
Recording19	Participant17	Female	White on Black	py1sem (1)	1	py1sem	CastingCall	13404	223	60	4150	507	4.41449
Recording19	Participant17	Female	White on Black	py1sem (1)	1	py1sem	CastingFunction	10281	239	43	0	39	4.55522
Recording19	Participant17	Female	White on Black	py1sem (1)	1	py1sem	MainHeader	0		0			
Recording19	Participant17	Female	White on Black	py1sem (1)	1	py1sem	PrintStatement	10487	194	54	11569	222	4.48568
Recording19	Participant17	Female	White on Black	py1sem (1)	1	py1sem	VarDeclaration	9211	236	39	300	187	4.3605
Recording19	Participant17	Female	White on Black	py1syn (1)	1	py1syn	BugIsHere	162	162	1	21599	162	4.73427
Recording19	Participant17	Female	White on Black	py1syn (1)	1	py1syn	FirstIfStatement	4202	221	19	2137	247	4.60814
Recording19	Participant17	Female	White on Black	py1syn (1)	1	py1syn	FunctionCall	3773	236	16	0	167	4.57549
Recording19	Participant17	Female	White on Black	py1syn (1)	1	py1syn	FunctionHeader	1330	266	5	5632	167	4.64594
Recording19	Participant17	Female	White on Black	py1syn (1)	1	py1syn	MainHeader	0		0			
Recording19	Participant17	Female	White on Black	py1syn (1)	1	py1syn	PrintStatement	6278	190	33	1098	188	4.63632
Recording19	Participant17	Female	White on Black	py1syn (1)	1	py1syn	Return	0		0			
Recording19	Participant17	Female	White on Black	py1syn (1)	1	py1syn	SecondIfStatement	2012	201	10	17332	63	4.59156
Recording19	Participant17	Female	White on Black	py1syn (1)	1	py1syn	ThirdIfStatement	1620	162	10	8913	120	4.57041
Recording19	Participant17	Female	White on Black	py1syn (1)	1	py1syn	VarDeclaration	2687	244	11	207	173	4.50736
Recording19	Participant17	Female	White on Black	py2sem (1)	1	py2sem	BugIsHere	5448	272	20	757	110	4.60025
Recording19	Participant17	Female	White on Black	py2sem (1)	1	py2sem	BugIsHere2	4220	384	11	8756	257	4.74969
Recording19	Participant17	Female	White on Black	py2sem (1)	1	py2sem	FirstPrint	2508	167	15	10678	252	4.63955
Recording19	Participant17	Female	White on Black	py2sem (1)	1	py2sem	Increment	103	103	1	15849	103	4.71724
Recording19	Participant17	Female	White on Black	py2sem (1)	1	py2sem	MainHeader	0		0			
Recording19	Participant17	Female	White on Black	py2sem (1)	1	py2sem	SecondPrint	1243	178	7	15473	153	4.73084
Recording19	Participant17	Female	White on Black	py2sem (1)	1	py2sem	VarDeclaration	9358	323	29	197	197	4.45991
Recording19	Participant17	Female	White on Black	py2syn (1)	1	py2syn	BugIsHere	7170	239	30	10001	88	4.80111
Recording19	Participant17	Female	White on Black	py2syn (1)	1	py2syn	FirstIfStatement	10237	201	51	1799	218	4.70278
Recording19	Participant17	Female	White on Black	py2syn (1)	1	py2syn	ForLoop	722	180	4	2264	142	4.61628
Recording19	Participant17	Female	White on Black	py2syn (1)	1	py2syn	MainHeader	142	142	1	774	142	4.2176
Recording19	Participant17	Female	White on Black	py2syn (1)	1	py2syn	ThirdIfStatement	2678	206	13	19942	195	4.62704
Recording19	Participant17	Female	White on Black	py2syn (1)	1	py2syn	VarDeclaration	3292	183	18	234	180	4.56979
Recording19	Participant17	Female	White on Black	pycomp1 (1)	1	pycomp1	ForLoop	6114	266	23	0	214	4.66322
Recording19	Participant17	Female	White on Black	pycomp1 (1)	1	pycomp1	FuncCall	1582	158	10	16004	222	4.74736
Recording19	Participant17	Female	White on Black	pycomp1 (1)	1	pycomp1	FuncHeader	190	190	1	489	190	4.29296
Recording19	Participant17	Female	White on Black	pycomp1 (1)	1	pycomp1	FuncReturn	4467	372	12	5354	117	4.76894
Recording19	Participant17	Female	White on Black	pycomp1 (1)	1	pycomp1	InputList	1263	316	4	14537	502	4.51198
Recording19	Participant17	Female	White on Black	pycomp1 (1)	1	pycomp1	MainHeader	0		0			
Recording19	Participant17	Female	White on Black	pycomp1 (1)	1	pycomp1	PrintStatement	1055	176	6	19717	115	4.70627
Recording19	Participant17	Female	White on Black	pycomp1 (1)	1	pycomp1	VarDeclaration	973	243	4	257	207	4.44038
Recording19	Participant17	Female	White on Black	pycomp2 (1)	1	pycomp2	ForLoop	42442	211	201	4760	252	4.65733
Recording19	Participant17	Female	White on Black	pycomp2 (1)	1	pycomp2	FuncHeader	0		0			
Recording19	Participant17	Female	White on Black	pycomp2 (1)	1	pycomp2	JoinSentence	787	157	5	16657	353	4.78862
Recording19	Participant17	Female	White on Black	pycomp2 (1)	1	pycomp2	Return	412	103	4	32854	87	4.7968
Recording19	Participant17	Female	White on Black	pycomp2 (1)	1	pycomp2	SentenceSplit	2628	239	11	1412	67	4.58537
Recording19	Participant17	Female	White on Black	pycomp2 (1)	1	pycomp2	VarDeclaration	4128	243	17	367	260	4.65329
Recording33	Participant31	Male	White on Black	java1 (1)	1	java1	FunctionHeader	2590	288	9	533	180	4.7133
Recording33	Participant31	Male	White on Black	java1 (1)	1	java1	Loop	15780	225	70	6261	193	4.94651
Recording33	Participant31	Male	White on Black	java1 (1)	1	java1	ReturnValue	2198	220	10	14555	142	4.96501
Recording33	Participant31	Male	White on Black	java1 (1)	1	java1	VarDeclaration	3917	230	17	910	315	4.77156
Recording33	Participant31	Male	White on Black	java1 (1)	1	java1	VarUpdate	4428	246	18	13682	250	5.22363
Recording33	Participant31	Male	White on Black	java2 (1)	1	java2	BugIsHere	4622	201	23	10235	273	4.83976
Recording33	Participant31	Male	White on Black	java2 (1)	1	java2	ForLoop	1862	186	10	8170	202	4.51169
Recording33	Participant31	Male	White on Black	java2 (1)	1	java2	FunctionHeader	6455	231	28	886	233	4.49669
Recording33	Participant31	Male	White on Black	java2 (1)	1	java2	VarDeclaration	3074	342	9	236	342	4.4356
Recording33	Participant31	Male	White on Black	py1sem (1)	1	py1sem	BuggyCall	9953	226	44	13117	310	4.50416
Recording33	Participant31	Male	White on Black	py1sem (1)	1	py1sem	BugIsHere	13192	224	59	23179	120	4.69019
Recording33	Participant31	Male	White on Black	py1sem (1)	1	py1sem	CastingCall	14919	223	67	6259	143	4.49914
Recording33	Participant31	Male	White on Black	py1sem (1)	1	py1sem	CastingFunction	10379	208	50	14934	245	4.61701
Recording33	Participant31	Male	White on Black	py1sem (1)	1	py1sem	MainHeader	0		0			
Recording33	Participant31	Male	White on Black	py1sem (1)	1	py1sem	PrintStatement	5097	176	29	14406	247	4.62664
Recording33	Participant31	Male	White on Black	py1sem (1)	1	py1sem	VarDeclaration	13660	224	61	180	418	4.35898
Recording33	Participant31	Male	White on Black	py1syn (1)	1	py1syn	BugIsHere	4915	351	14	14456	188	4.52001
Recording33	Participant31	Male	White on Black	py1syn (1)	1	py1syn	FirstIfStatement	6653	238	28	5701	697	4.47814
Recording33	Participant31	Male	White on Black	py1syn (1)	1	py1syn	FunctionCall	4234	326	13	0	144	4.29852
Recording33	Participant31	Male	White on Black	py1syn (1)	1	py1syn	FunctionHeader	1792	299	6	17810	150	4.14027
Recording33	Participant31	Male	White on Black	py1syn (1)	1	py1syn	MainHeader	0		0			
Recording33	Participant31	Male	White on Black	py1syn (1)	1	py1syn	PrintStatement	3398	243	14	954	83	4.41269
Recording33	Participant31	Male	White on Black	py1syn (1)	1	py1syn	Return	2812	281	10	11201	212	4.5185
Recording33	Participant31	Male	White on Black	py1syn (1)	1	py1syn	SecondIfStatement	5772	289	20	5304	118	4.52508
Recording33	Participant31	Male	White on Black	py1syn (1)	1	py1syn	ThirdIfStatement	2577	258	10	8344	110	4.5491
Recording33	Participant31	Male	White on Black	py1syn (1)	1	py1syn	VarDeclaration	1278	213	6	384	300	4.08189
Recording33	Participant31	Male	White on Black	py2sem (1)	1	py2sem	BugIsHere	4358	242	18	1468	202	4.59536
Recording33	Participant31	Male	White on Black	py2sem (1)	1	py2sem	BugIsHere2	3964	165	24	0	184	4.85296
Recording33	Participant31	Male	White on Black	py2sem (1)	1	py2sem	FirstPrint	8728	213	41	49127	107	4.80733
Recording33	Participant31	Male	White on Black	py2sem (1)	1	py2sem	Increment	3805	200	19	55372	272	4.77666
Recording33	Participant31	Male	White on Black	py2sem (1)	1	py2sem	MainHeader	362	181	2	4486	223	4.33919
