Recording	Participant	Gender	Timeline	TOI	Interval	Media	AOI	Total_duration_of_fixations	Average_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Average_pupil_diameter
Recording25	Participant23	Female	White on Black	py1sem (1)	1	py1sem	CastingFunction	11444	229	50	38457	543	3.04038
Recording25	Participant23	Female	White on Black	py1sem (1)	1	py1sem	MainHeader	187	93	2	5408	115	3.06392
Recording25	Participant23	Female	White on Black	py1sem (1)	1	py1sem	PrintStatement	14714	254	58	32544	72	3.04497
Recording25	Participant23	Female	White on Black	py1sem (1)	1	py1sem	VarDeclaration	14092	201	70	178	217	3.01481
Recording25	Participant23	Female	White on Black	py1syn (1)	1	py1syn	BugIsHere	0		0			
Recording25	Participant23	Female	White on Black	py1syn (1)	1	py1syn	FirstIfStatement	13662	268	51	19885	153	3.16343
Recording25	Participant23	Female	White on Black	py1syn (1)	1	py1syn	FunctionCall	5403	208	26	211	152	2.99079
Recording25	Participant23	Female	White on Black	py1syn (1)	1	py1syn	FunctionHeader	4032	252	16	14250	68	2.99367
Recording25	Participant23	Female	White on Black	py1syn (1)	1	py1syn	MainHeader	0		0			
Recording25	Participant23	Female	White on Black	py1syn (1)	1	py1syn	PrintStatement	4698	261	18	0	180	2.96035
Recording25	Participant23	Female	White on Black	py1syn (1)	1	py1syn	Return	2382	198	12	33354	197	3.1756
Recording25	Participant23	Female	White on Black	py1syn (1)	1	py1syn	SecondIfStatement	7918	214	37	31717	212	3.1841
Recording25	Participant23	Female	White on Black	py1syn (1)	1	py1syn	ThirdIfStatement	6347	227	28	32545	197	3.21548
Recording25	Participant23	Female	White on Black	py1syn (1)	1	py1syn	VarDeclaration	3313	221	15	391	342	2.88877
Recording25	Participant23	Female	White on Black	py2sem (1)	1	py2sem	BugIsHere	9023	258	35	7759	237	3.11319
Recording25	Participant23	Female	White on Black	py2sem (1)	1	py2sem	BugIsHere2	4337	228	19	7643	102	3.05925
Recording25	Participant23	Female	White on Black	py2sem (1)	1	py2sem	FirstPrint	15514	246	63	8294	430	3.11481
Recording25	Participant23	Female	White on Black	py2sem (1)	1	py2sem	Increment	6250	329	19	24066	747	3.13526
Recording25	Participant23	Female	White on Black	py2sem (1)	1	py2sem	MainHeader	252	84	3	2739	80	2.86089
Recording25	Participant23	Female	White on Black	py2sem (1)	1	py2sem	SecondPrint	8595	220	39	24835	242	3.02353
Recording25	Participant23	Female	White on Black	py2sem (1)	1	py2sem	VarDeclaration	10425	267	39	371	187	3.0668
Recording25	Participant23	Female	White on Black	py2syn (1)	1	py2syn	BugIsHere	8540	231	37	3620	252	3.20258
Recording25	Participant23	Female	White on Black	py2syn (1)	1	py2syn	FirstIfStatement	28472	266	107	3182	398	3.18593
Recording25	Participant23	Female	White on Black	py2syn (1)	1	py2syn	ForLoop	3049	235	13	9539	447	3.07362
Recording25	Participant23	Female	White on Black	py2syn (1)	1	py2syn	MainHeader	1930	193	10	405	237	3.01582
Recording25	Participant23	Female	White on Black	py2syn (1)	1	py2syn	ThirdIfStatement	7068	236	30	15972	208	3.20047
Recording25	Participant23	Female	White on Black	py2syn (1)	1	py2syn	VarDeclaration	6865	172	40	190	188	3.14065
Recording25	Participant23	Female	White on Black	pycomp1 (1)	1	pycomp1	ForLoop	7388	264	28	170	197	3.05455
Recording25	Participant23	Female	White on Black	pycomp1 (1)	1	pycomp1	FuncCall	3987	199	20	18646	67	3.06408
Recording25	Participant23	Female	White on Black	pycomp1 (1)	1	pycomp1	FuncHeader	1118	186	6	399	338	2.91418
Recording25	Participant23	Female	White on Black	pycomp1 (1)	1	pycomp1	FuncReturn	1798	200	9	13812	470	3.22253
Recording25	Participant23	Female	White on Black	pycomp1 (1)	1	pycomp1	InputList	6051	233	26	17597	293	3.1001
Recording25	Participant23	Female	White on Black	pycomp1 (1)	1	pycomp1	MainHeader	1850	231	8	16621	362	3.07133
Recording25	Participant23	Female	White on Black	pycomp1 (1)	1	pycomp1	PrintStatement	1282	214	6	30206	193	3.13086
Recording25	Participant23	Female	White on Black	pycomp1 (1)	1	pycomp1	VarDeclaration	2810	216	13	929	133	3.05823
Recording25	Participant23	Female	White on Black	pycomp2 (1)	1	pycomp2	ForLoop	30389	247	123	381	120	3.12813
Recording25	Participant23	Female	White on Black	pycomp2 (1)	1	pycomp2	FuncHeader	0		0			
Recording25	Participant23	Female	White on Black	pycomp2 (1)	1	pycomp2	JoinSentence	2552	255	10	46802	362	3.1137
Recording25	Participant23	Female	White on Black	pycomp2 (1)	1	pycomp2	Return	1990	284	7	49885	78	3.06022
Recording25	Participant23	Female	White on Black	pycomp2 (1)	1	pycomp2	SentenceSplit	1587	198	8	1761	270	3.12537
Recording25	Participant23	Female	White on Black	pycomp2 (1)	1	pycomp2	VarDeclaration	5012	313	16	179	177	3.02659
Recording26	Participant24	Female	White on Black	java1 (1)	1	java1	FunctionHeader	3740	288	13	1553	100	2.925
Recording26	Participant24	Female	White on Black	java1 (1)	1	java1	Loop	31359	275	114	188	170	3.01274
Recording26	Participant24	Female	White on Black	java1 (1)	1	java1	ReturnValue	695	232	3	46280	178	2.93834
Recording26	Participant24	Female	White on Black	java1 (1)	1	java1	VarDeclaration	8513	258	33	696	158	2.9013
Recording26	Participant24	Female	White on Black	java1 (1)	1	java1	VarUpdate	5788	289	20	39870	130	3.01508
Recording26	Participant24	Female	White on Black	java2 (1)	1	java2	BugIsHere	7275	269	27	17014	325	3.10643
Recording26	Participant24	Female	White on Black	java2 (1)	1	java2	ForLoop	8690	223	39	286	205	2.99728
Recording26	Participant24	Female	White on Black	java2 (1)	1	java2	FunctionHeader	6752	250	27	532	193	2.89421
Recording26	Participant24	Female	White on Black	java2 (1)	1	java2	VarDeclaration	5785	223	26	6261	178	3.01849
Recording26	Participant24	Female	White on Black	py1sem (1)	1	py1sem	BuggyCall	35809	298	120	0	192	2.99842
Recording26	Participant24	Female	White on Black	py1sem (1)	1	py1sem	BugIsHere	8295	286	29	78275	410	2.91345
Recording26	Participant24	Female	White on Black	py1sem (1)	1	py1sem	CastingCall	8038	251	32	240	140	2.91355
Recording26	Participant24	Female	White on Black	py1sem (1)	1	py1sem	CastingFunction	8052	260	31	70225	113	2.89237
Recording26	Participant24	Female	White on Black	py1sem (1)	1	py1sem	MainHeader	1442	360	4	8870	787	2.91615
Recording26	Participant24	Female	White on Black	py1sem (1)	1	py1sem	PrintStatement	16520	275	60	41902	213	2.90434
Recording26	Participant24	Female	White on Black	py1sem (1)	1	py1sem	VarDeclaration	10347	246	42	417	177	2.88076
Recording26	Participant24	Female	White on Black	py1syn (1)	1	py1syn	BugIsHere	690	345	2	27470	443	3.11841
Recording26	Participant24	Female	White on Black	py1syn (1)	1	py1syn	FirstIfStatement	7220	233	31	14923	137	2.93501
Recording26	Participant24	Female	White on Black	py1syn (1)	1	py1syn	FunctionCall	2072	207	10	229	238	3.01188
Recording26	Participant24	Female	White on Black	py1syn (1)	1	py1syn	FunctionHeader	8165	272	30	8561	160	2.98201
Recording26	Participant24	Female	White on Black	py1syn (1)	1	py1syn	MainHeader	518	259	2	11139	250	2.89299
Recording26	Participant24	Female	White on Black	py1syn (1)	1	py1syn	PrintStatement	2420	269	9	5268	118	2.96175
Recording26	Participant24	Female	White on Black	py1syn (1)	1	py1syn	Return	4092	241	17	29358	297	3.07754
Recording26	Participant24	Female	White on Black	py1syn (1)	1	py1syn	SecondIfStatement	3748	234	16	23743	347	2.99464
Recording26	Participant24	Female	White on Black	py1syn (1)	1	py1syn	ThirdIfStatement	3250	232	14	27238	205	3.08698
Recording26	Participant24	Female	White on Black	py1syn (1)	1	py1syn	VarDeclaration	710	178	4	502	208	2.97176
Recording26	Participant24	Female	White on Black	py2sem (1)	1	py2sem	BugIsHere	6367	318	20	210	150	3.00081
Recording26	Participant24	Female	White on Black	py2sem (1)	1	py2sem	BugIsHere2	6765	251	27	11647	243	2.97312
Recording26	Participant24	Female	White on Black	py2sem (1)	1	py2sem	FirstPrint	8650	262	33	2708	308	2.83132
Recording26	Participant24	Female	White on Black	py2sem (1)	1	py2sem	Increment	420	420	1	21753	420	2.92844
Recording26	Participant24	Female	White on Black	py2sem (1)	1	py2sem	MainHeader	772	257	3	4561	218	2.90426
Recording26	Participant24	Female	White on Black	py2sem (1)	1	py2sem	SecondPrint	262	262	1	75353	262	3.05326
Recording26	Participant24	Female	White on Black	py2sem (1)	1	py2sem	VarDeclaration	6982	349	20	1538	377	3.00078
Recording26	Participant24	Female	White on Black	py2syn (1)	1	py2syn	BugIsHere	5943	270	22	18261	297	2.98252
Recording26	Participant24	Female	White on Black	py2syn (1)	1	py2syn	FirstIfStatement	7853	280	28	5951	152	2.97799
Recording26	Participant24	Female	White on Black	py2syn (1)	1	py2syn	ForLoop	9682	262	37	281	195	2.99811
Recording26	Participant24	Female	White on Black	py2syn (1)	1	py2syn	MainHeader	1012	337	3	1564	388	2.93935
Recording26	Participant24	Female	White on Black	py2syn (1)	1	py2syn	ThirdIfStatement	1328	221	6	24330	247	3.03067
Recording26	Participant24	Female	White on Black	py2syn (1)	1	py2syn	VarDeclaration	5608	267	21	1208	155	2.98005
Recording26	Participant24	Female	White on Black	pycomp1 (1)	1	pycomp1	ForLoop	30114	314	96	223	267	2.99063
Recording26	Participant24	Female	White on Black	pycomp1 (1)	1	pycomp1	FuncCall	7185	257	28	28782	187	2.98719
Recording26	Participant24	Female	White on Black	pycomp1 (1)	1	pycomp1	FuncHeader	6208	248	25	537	267	2.95597
Recording26	Participant24	Female	White on Black	pycomp1 (1)	1	pycomp1	FuncReturn	1085	217	5	23202	322	3.01267
Recording26	Participant24	Female	White on Black	pycomp1 (1)	1	pycomp1	InputList	8570	245	35	24209	240	3.01064
Recording26	Participant24	Female	White on Black	pycomp1 (1)	1	pycomp1	MainHeader	3358	305	11	5154	287	3.03612
Recording26	Participant24	Female	White on Black	pycomp1 (1)	1	pycomp1	PrintStatement	4038	224	18	48713	182	3.06043
Recording26	Participant24	Female	White on Black	pycomp1 (1)	1	pycomp1	VarDeclaration	2967	424	7	5905	168	2.96144
Recording26	Participant24	Female	White on Black	pycomp2 (1)	1	pycomp2	ForLoop	24582	315	78	12107	163	2.96568
Recording26	Participant24	Female	White on Black	pycomp2 (1)	1	pycomp2	FuncHeader	425	142	3	1602	98	2.9996
Recording26	Participant24	Female	White on Black	pycomp2 (1)	1	pycomp2	JoinSentence	6522	384	17	35674	212	3.00196
Recording26	Participant24	Female	White on Black	pycomp2 (1)	1	pycomp2	Return	6050	318	19	47123	203	3.23119
Recording26	Participant24	Female	White on Black	pycomp2 (1)	1	pycomp2	SentenceSplit	4720	363	13	440	138	2.8896
Recording26	Participant24	Female	White on Black	pycomp2 (1)	1	pycomp2	VarDeclaration	3207	356	9	9135	183	2.91627
Recording35	Participant32	Male	White on Black	java1 (1)	1	java1	FunctionHeader	1683	187	9	319	142	5.31359
Recording35	Participant32	Male	White on Black	java1 (1)	1	java1	Loop	43995	219	201	0	142	5.54118
Recording35	Participant32	Male	White on Black	java1 (1)	1	java1	ReturnValue	1850	168	11	9310	247	5.6657
Recording35	Participant32	Male	White on Black	java1 (1)	1	java1	VarDeclaration	2060	229	9	7930	203	5.52535
Recording35	Participant32	Male	White on Black	java1 (1)	1	java1	VarUpdate	9685	211	46	8174	168	5.57912
Recording35	Participant32	Male	White on Black	java2 (1)	1	java2	BugIsHere	10542	211	50	10590	98	5.35786
Recording35	Participant32	Male	White on Black	java2 (1)	1	java2	ForLoop	19867	211	94	169	117	5.30106
Recording35	Participant32	Male	White on Black	java2 (1)	1	java2	FunctionHeader	5392	257	21	479	210	5.17811
Recording35	Participant32	Male	White on Black	java2 (1)	1	java2	VarDeclaration	5805	232	25	319	142	5.32749
Recording35	Participant32	Male	White on Black	py1sem (1)	1	py1sem	BuggyCall	10036	233	43	7010	87	5.00862
Recording35	Participant32	Male	White on Black	py1sem (1)	1	py1sem	BugIsHere	51706	227	228	30235	123	5.00638
Recording35	Participant32	Male	White on Black	py1sem (1)	1	py1sem	CastingCall	8472	212	40	5937	355	5.02633
Recording35	Participant32	Male	White on Black	py1sem (1)	1	py1sem	CastingFunction	15032	228	66	167	62	4.95411
Recording35	Participant32	Male	White on Black	py1sem (1)	1	py1sem	MainHeader	365	183	2	460	240	4.79769
Recording35	Participant32	Male	White on Black	py1sem (1)	1	py1sem	PrintStatement	18245	207	88	10475	223	5.00932
Recording35	Participant32	Male	White on Black	py1sem (1)	1	py1sem	VarDeclaration	6952	224	31	317	107	4.94329
Recording35	Participant32	Male	White on Black	py1syn (1)	1	py1syn	BugIsHere	2065	258	8	62461	88	5.15757
Recording35	Participant32	Male	White on Black	py1syn (1)	1	py1syn	FirstIfStatement	7577	223	34	19406	70	5.25919
Recording35	Participant32	Male	White on Black	py1syn (1)	1	py1syn	FunctionCall	3260	192	17	174	83	5.20816
Recording35	Participant32	Male	White on Black	py1syn (1)	1	py1syn	FunctionHeader	1817	202	9	29233	318	5.23463
Recording35	Participant32	Male	White on Black	py1syn (1)	1	py1syn	MainHeader	1133	227	5	474	110	5.1514
Recording35	Participant32	Male	White on Black	py1syn (1)	1	py1syn	PrintStatement	2420	173	14	4917	295	5.21136
Recording35	Participant32	Male	White on Black	py1syn (1)	1	py1syn	Return	7283	221	33	50506	143	5.28607
Recording35	Participant32	Male	White on Black	py1syn (1)	1	py1syn	SecondIfStatement	6582	199	33	25118	83	5.19527
Recording35	Participant32	Male	White on Black	py1syn (1)	1	py1syn	ThirdIfStatement	11915	229	52	23524	68	5.18596
Recording35	Participant32	Male	White on Black	py1syn (1)	1	py1syn	VarDeclaration	2047	256	8	285	165	5.13362
Recording35	Participant32	Male	White on Black	py2sem (1)	1	py2sem	BugIsHere	7298	215	34	4450	198	5.19602
Recording35	Participant32	Male	White on Black	py2sem (1)	1	py2sem	BugIsHere2	6277	251	25	5301	88	5.13217
Recording35	Participant32	Male	White on Black	py2sem (1)	1	py2sem	FirstPrint	11690	198	59	7000	183	5.18327
Recording35	Participant32	Male	White on Black	py2sem (1)	1	py2sem	Increment	5207	193	27	11170	257	5.20125
Recording35	Participant32	Male	White on Black	py2sem (1)	1	py2sem	MainHeader	683	228	3	64742	240	4.77006
Recording35	Participant32	Male	White on Black	py2sem (1)	1	py2sem	SecondPrint	10415	248	42	17851	85	5.12579
Recording35	Participant32	Male	White on Black	py2sem (1)	1	py2sem	VarDeclaration	7531	279	27	0	198	5.20249
Recording35	Participant32	Male	White on Black	py2syn (1)	1	py2syn	BugIsHere	37131	238	156	13377	423	5.08755
Recording35	Participant32	Male	White on Black	py2syn (1)	1	py2syn	FirstIfStatement	21115	240	88	10193	578	5.05128
Recording35	Participant32	Male	White on Black	py2syn (1)	1	py2syn	ForLoop	5647	226	25	10013	157	5.04875
Recording35	Participant32	Male	White on Black	py2syn (1)	1	py2syn	MainHeader	373	187	2	9115	160	5.17053
Recording35	Participant32	Male	White on Black	py2syn (1)	1	py2syn	ThirdIfStatement	21757	220	99	37961	138	4.98486
Recording35	Participant32	Male	White on Black	py2syn (1)	1	py2syn	VarDeclaration	8340	232	36	9287	170	5.16681
Recording35	Participant32	Male	White on Black	pycomp1 (1)	1	pycomp1	ForLoop	18082	218	83	90	172	5.06722
Recording35	Participant32	Male	White on Black	pycomp1 (1)	1	pycomp1	FuncCall	10308	202	51	0	50	5.0202
Recording35	Participant32	Male	White on Black	pycomp1 (1)	1	pycomp1	FuncHeader	2252	205	11	438	243	4.91523
Recording35	Participant32	Male	White on Black	pycomp1 (1)	1	pycomp1	FuncReturn	18604	219	85	6525	80	5.1137
Recording35	Participant32	Male	White on Black	pycomp1 (1)	1	pycomp1	InputList	3902	177	22	3621	193	5.03897
Recording35	Participant32	Male	White on Black	pycomp1 (1)	1	pycomp1	MainHeader	4180	299	14	18110	275	5.12667
Recording35	Participant32	Male	White on Black	pycomp1 (1)	1	pycomp1	PrintStatement	11454	234	49	19330	203	5.06872
Recording35	Participant32	Male	White on Black	pycomp1 (1)	1	pycomp1	VarDeclaration	2532	253	10	298	113	4.95843
Recording35	Participant32	Male	White on Black	pycomp2 (1)	1	pycomp2	ForLoop	53832	223	241	1747	170	5.40767
Recording35	Participant32	Male	White on Black	pycomp2 (1)	1	pycomp2	FuncHeader	235	118	2	335	153	5.45703
Recording35	Participant32	Male	White on Black	pycomp2 (1)	1	pycomp2	JoinSentence	14414	232	62	7854	332	5.36173
Recording35	Participant32	Male	White on Black	pycomp2 (1)	1	pycomp2	Return	7048	243	29	24549	285	5.33058
Recording35	Participant32	Male	White on Black	pycomp2 (1)	1	pycomp2	SentenceSplit	2425	187	13	192	120	5.52281
Recording35	Participant32	Male	White on Black	pycomp2 (1)	1	pycomp2	VarDeclaration	4625	201	23	1960	130	5.49623
Recording4	Participant4	Female	White on Black	java1 (1)	1	java1	FunctionHeader	2448	306	8	553	553	3.03511
Recording4	Participant4	Female	White on Black	java1 (1)	1	java1	Loop	70	70	1	71952	70	3.08519
Recording4	Participant4	Female	White on Black	java1 (1)	1	java1	ReturnValue	0		0			
Recording4	Participant4	Female	White on Black	java1 (1)	1	java1	VarDeclaration	0		0			
Recording4	Participant4	Female	White on Black	java1 (1)	1	java1	VarUpdate	85	85	1	71336	85	3.04449
Recording4	Participant4	Female	White on Black	java2 (1)	1	java2	BugIsHere	5770	206	28	26528	310	3.05764
Recording4	Participant4	Female	White on Black	java2 (1)	1	java2	ForLoop	3457	133	26	0	99	3.03597
Recording4	Participant4	Female	White on Black	java2 (1)	1	java2	FunctionHeader	3475	204	17	386	117	2.99675
Recording4	Participant4	Female	White on Black	java2 (1)	1	java2	VarDeclaration	2890	181	16	1207	117	3.07861
Recording4	Participant4	Female	White on Black	py1sem (1)	1	py1sem	BuggyCall	5788	200	29	10909	250	2.89995
Recording4	Participant4	Female	White on Black	py1sem (1)	1	py1sem	BugIsHere	15754	194	81	25176	185	2.92586
Recording4	Participant4	Female	White on Black	py1sem (1)	1	py1sem	CastingCall	5662	202	28	8247	272	2.87604
Recording4	Participant4	Female	White on Black	py1sem (1)	1	py1sem	CastingFunction	9055	206	44	18576	428	2.91289
Recording4	Participant4	Female	White on Black	py1sem (1)	1	py1sem	MainHeader	0		0			
Recording4	Participant4	Female	White on Black	py1sem (1)	1	py1sem	PrintStatement	8135	194	42	13139	125	2.87806
Recording4	Participant4	Female	White on Black	py1sem (1)	1	py1sem	VarDeclaration	5304	241	22	216	130	2.96057
Recording4	Participant4	Female	White on Black	py1syn (1)	1	py1syn	BugIsHere	2033	203	10	9834	232	3.02916
Recording4	Participant4	Female	White on Black	py1syn (1)	1	py1syn	FirstIfStatement	8075	197	41	5402	247	3.04501
Recording4	Participant4	Female	White on Black	py1syn (1)	1	py1syn	FunctionCall	3518	160	22	830	158	3.04392
Recording4	Participant4	Female	White on Black	py1syn (1)	1	py1syn	FunctionHeader	2000	167	12	4454	298	3.03782
Recording4	Participant4	Female	White on Black	py1syn (1)	1	py1syn	MainHeader	498	249	2	434	362	2.81805
Recording4	Participant4	Female	White on Black	py1syn (1)	1	py1syn	PrintStatement	3247	171	19	2379	62	2.98475
Recording4	Participant4	Female	White on Black	py1syn (1)	1	py1syn	Return	9085	189	48	12487	272	3.01723
Recording4	Participant4	Female	White on Black	py1syn (1)	1	py1syn	SecondIfStatement	6845	185	37	0	64	2.99901
Recording4	Participant4	Female	White on Black	py1syn (1)	1	py1syn	ThirdIfStatement	9750	212	46	9657	138	3.05722
Recording4	Participant4	Female	White on Black	py1syn (1)	1	py1syn	VarDeclaration	2892	181	16	269	133	2.9989
Recording4	Participant4	Female	White on Black	py2sem (1)	1	py2sem	BugIsHere	2705	150	18	5814	160	3.07959
Recording4	Participant4	Female	White on Black	py2sem (1)	1	py2sem	BugIsHere2	2050	158	13	649	97	2.98564
Recording4	Participant4	Female	White on Black	py2sem (1)	1	py2sem	FirstPrint	9382	195	48	8579	203	2.92968
Recording4	Participant4	Female	White on Black	py2sem (1)	1	py2sem	Increment	7517	188	40	12809	228	3.05543
Recording4	Participant4	Female	White on Black	py2sem (1)	1	py2sem	MainHeader	1420	158	9	3686	208	2.84608
Recording4	Participant4	Female	White on Black	py2sem (1)	1	py2sem	SecondPrint	11029	193	57	14086	142	2.96623
Recording4	Participant4	Female	White on Black	py2sem (1)	1	py2sem	VarDeclaration	6588	173	38	204	238	3.03154
Recording4	Participant4	Female	White on Black	py2syn (1)	1	py2syn	BugIsHere	3465	182	19	10993	72	2.92585
Recording4	Participant4	Female	White on Black	py2syn (1)	1	py2syn	FirstIfStatement	6433	184	35	5523	178	2.94379
Recording4	Participant4	Female	White on Black	py2syn (1)	1	py2syn	ForLoop	4598	219	21	601	182	3.01073
Recording4	Participant4	Female	White on Black	py2syn (1)	1	py2syn	MainHeader	505	168	3	365	192	2.83105
Recording4	Participant4	Female	White on Black	py2syn (1)	1	py2syn	ThirdIfStatement	3943	219	18	12946	148	3.00851
Recording4	Participant4	Female	White on Black	py2syn (1)	1	py2syn	VarDeclaration	5488	183	30	821	167	3.00868
Recording4	Participant4	Female	White on Black	pycomp1 (1)	1	pycomp1	ForLoop	10692	232	46	183	180	3.04176
Recording4	Participant4	Female	White on Black	pycomp1 (1)	1	pycomp1	FuncCall	7512	193	39	26054	157	3.01113
Recording4	Participant4	Female	White on Black	pycomp1 (1)	1	pycomp1	FuncHeader	82	82	1	74189	82	2.84054
Recording4	Participant4	Female	White on Black	pycomp1 (1)	1	pycomp1	FuncReturn	4230	184	23	11380	147	3.09019
Recording4	Participant4	Female	White on Black	pycomp1 (1)	1	pycomp1	InputList	19402	223	87	25304	228	3.04564
Recording4	Participant4	Female	White on Black	pycomp1 (1)	1	pycomp1	MainHeader	2392	184	13	856	177	2.94673
Recording4	Participant4	Female	White on Black	pycomp1 (1)	1	pycomp1	PrintStatement	9957	269	37	34389	162	3.02058
Recording4	Participant4	Female	White on Black	pycomp1 (1)	1	pycomp1	VarDeclaration	1535	192	8	3955	60	2.94289
Recording4	Participant4	Female	White on Black	pycomp2 (1)	1	pycomp2	ForLoop	22293	194	115	7688	200	3.02484
Recording4	Participant4	Female	White on Black	pycomp2 (1)	1	pycomp2	FuncHeader	708	177	4	478	215	2.90257
Recording4	Participant4	Female	White on Black	pycomp2 (1)	1	pycomp2	JoinSentence	13817	200	69	12753	172	3.08408
Recording4	Participant4	Female	White on Black	pycomp2 (1)	1	pycomp2	Return	4713	196	24	13130	190	3.02927
Recording4	Participant4	Female	White on Black	pycomp2 (1)	1	pycomp2	SentenceSplit	2997	214	14	2139	318	2.99983
Recording4	Participant4	Female	White on Black	pycomp2 (1)	1	pycomp2	VarDeclaration	2791	199	14	0	201	3.10121
Recording21	Participant19	Female	White on Black	java1 (1)	1	java1	FunctionHeader	5560	179	31	549	152	5.09665
Recording21	Participant19	Female	White on Black	java1 (1)	1	java1	Loop	23560	180	131	224	103	5.19372
Recording21	Participant19	Female	White on Black	java1 (1)	1	java1	ReturnValue	515	129	4	19642	172	5.31579
Recording21	Participant19	Female	White on Black	java1 (1)	1	java1	VarDeclaration	13510	185	73	3585	190	5.0809
Recording21	Participant19	Female	White on Black	java1 (1)	1	java1	VarUpdate	3705	154	24	0	94	5.25734
Recording21	Participant19	Female	White on Black	java2 (1)	1	java2	BugIsHere	10999	180	61	8857	237	5.27776
Recording21	Participant19	Female	White on Black	java2 (1)	1	java2	ForLoop	10645	201	53	2987	153	5.18792
Recording21	Participant19	Female	White on Black	java2 (1)	1	java2	FunctionHeader	8088	176	46	2113	90	5.09759
Recording21	Participant19	Female	White on Black	java2 (1)	1	java2	VarDeclaration	9277	182	51	278	295	5.11837
Recording21	Participant19	Female	White on Black	py1sem (1)	1	py1sem	BuggyCall	32561	189	172	16304	72	4.89501
Recording21	Participant19	Female	White on Black	py1sem (1)	1	py1sem	BugIsHere	28494	173	165	49813	288	4.90289
Recording21	Participant19	Female	White on Black	py1sem (1)	1	py1sem	CastingCall	17979	183	98	13650	302	4.93681
Recording21	Participant19	Female	White on Black	py1sem (1)	1	py1sem	CastingFunction	35644	186	192	39481	278	4.94806
Recording21	Participant19	Female	White on Black	py1sem (1)	1	py1sem	MainHeader	655	218	3	238	162	4.96608
Recording21	Participant19	Female	White on Black	py1sem (1)	1	py1sem	PrintStatement	25531	182	140	32742	325	4.8706
Recording21	Participant19	Female	White on Black	py1sem (1)	1	py1sem	VarDeclaration	37066	193	192	0	27	4.79913
Recording21	Participant19	Female	White on Black	py1syn (1)	1	py1syn	BugIsHere	388	129	3	40327	77	4.90677
Recording21	Participant19	Female	White on Black	py1syn (1)	1	py1syn	FirstIfStatement	7473	178	42	8945	110	4.81246
Recording21	Participant19	Female	White on Black	py1syn (1)	1	py1syn	FunctionCall	6128	186	33	0	203	4.77576
Recording21	Participant19	Female	White on Black	py1syn (1)	1	py1syn	FunctionHeader	2615	201	13	6955	200	4.78492
Recording21	Participant19	Female	White on Black	py1syn (1)	1	py1syn	MainHeader	386	386	1	63077	386	4.5797
Recording21	Participant19	Female	White on Black	py1syn (1)	1	py1syn	PrintStatement	3225	179	18	3388	100	4.78644
Recording21	Participant19	Female	White on Black	py1syn (1)	1	py1syn	Return	2237	140	16	12486	155	4.91946
Recording21	Participant19	Female	White on Black	py1syn (1)	1	py1syn	SecondIfStatement	3850	183	21	11845	107	4.69619
Recording21	Participant19	Female	White on Black	py1syn (1)	1	py1syn	ThirdIfStatement	2183	182	12	16096	222	4.94305
Recording21	Participant19	Female	White on Black	py1syn (1)	1	py1syn	VarDeclaration	4352	174	25	331	105	4.6888
Recording21	Participant19	Female	White on Black	py2sem (1)	1	py2sem	BugIsHere	13400	181	74	3603	125	5.12803
Recording21	Participant19	Female	White on Black	py2sem (1)	1	py2sem	BugIsHere2	24125	199	121	4593	142	5.06988
Recording21	Participant19	Female	White on Black	py2sem (1)	1	py2sem	FirstPrint	36445	207	176	9492	340	5.03376
Recording21	Participant19	Female	White on Black	py2sem (1)	1	py2sem	Increment	5665	153	37	16913	248	5.10217
Recording21	Participant19	Female	White on Black	py2sem (1)	1	py2sem	MainHeader	7714	227	34	3980	183	5.11571
Recording21	Participant19	Female	White on Black	py2sem (1)	1	py2sem	SecondPrint	19509	195	100	17685	135	5.00921
Recording21	Participant19	Female	White on Black	py2sem (1)	1	py2sem	VarDeclaration	18005	180	100	2423	97	5.09941
Recording21	Participant19	Female	White on Black	py2syn (1)	1	py2syn	BugIsHere	12215	191	64	8999	307	5.15461
Recording21	Participant19	Female	White on Black	py2syn (1)	1	py2syn	FirstIfStatement	9586	196	49	916	125	5.09637
Recording21	Participant19	Female	White on Black	py2syn (1)	1	py2syn	ForLoop	9577	204	47	3281	138	5.11327
Recording21	Participant19	Female	White on Black	py2syn (1)	1	py2syn	MainHeader	1540	220	7	1421	182	5.18491
Recording21	Participant19	Female	White on Black	py2syn (1)	1	py2syn	ThirdIfStatement	8895	189	47	12198	188	5.12719
Recording21	Participant19	Female	White on Black	py2syn (1)	1	py2syn	VarDeclaration	9742	177	55	1074	62	5.05276
Recording21	Participant19	Female	White on Black	pycomp1 (1)	1	pycomp1	ForLoop	7830	182	43	226	138	5.28197
Recording21	Participant19	Female	White on Black	pycomp1 (1)	1	pycomp1	FuncCall	2805	187	15	11858	95	5.12194
Recording21	Participant19	Female	White on Black	pycomp1 (1)	1	pycomp1	FuncHeader	2758	172	16	592	162	5.07799
Recording21	Participant19	Female	White on Black	pycomp1 (1)	1	pycomp1	FuncReturn	1808	164	11	8229	242	4.99453
Recording21	Participant19	Female	White on Black	pycomp1 (1)	1	pycomp1	InputList	2098	175	12	10033	138	5.16981
Recording21	Participant19	Female	White on Black	pycomp1 (1)	1	pycomp1	MainHeader	2352	181	13	8831	120	5.18079
