Metric,Media,AOI,Java Avg, Python Avg, Java Median, Python Median, U-statistic,p-value, cliff_delta
Number_of_fixations,py1syn,ThirdIfStatement,30.333333333333332, 19.642857142857142, 22.0, 17.5, 113.0,0.37137368336374543, 0.0761904761904762
Number_of_fixations,py1syn,VarDeclaration,11.733333333333333, 14.071428571428571, 15.0, 11.0, 101.0,0.5781450039567123, -0.0380952380952381
Number_of_fixations,py2sem,BugIsHere,28.733333333333334, 33.642857142857146, 22.0, 30.5, 96.0,0.6610313030838755, -0.08571428571428572
Number_of_fixations,py2sem,BugIsHere2,23.866666666666667, 26.857142857142858, 19.0, 26.0, 99.0,0.6117538508781867, -0.05714285714285714
Number_of_fixations,py2sem,FirstPrint,62.6, 51.57142857142857, 53.0, 42.0, 127.0,0.17394655757755423, 0.20952380952380953
Number_of_fixations,py2sem,Increment,21.266666666666666, 16.285714285714285, 13.0, 11.0, 118.5,0.2850900702113439, 0.12857142857142856
Number_of_fixations,py2sem,MainHeader,5.2, 4.214285714285714, 3.0, 5.0, 108.5,0.44731158440452295, 0.03333333333333333
Number_of_fixations,py2sem,SecondPrint,32.666666666666664, 26.214285714285715, 29.0, 20.5, 128.0,0.1629653235385874, 0.21904761904761905
Number_of_fixations,py2sem,VarDeclaration,39.46666666666667, 39.214285714285715, 39.0, 32.5, 116.5,0.31550134762135074, 0.10952380952380952
Number_of_fixations,py2syn,BugIsHere,44.733333333333334, 24.785714285714285, 33.0, 23.0, 126.5,0.1795207260974444, 0.20476190476190476
Number_of_fixations,py2syn,FirstIfStatement,81.66666666666667, 29.071428571428573, 50.0, 22.5, 162.0,0.006816824561741859, 0.5428571428571428
Number_of_fixations,py2syn,ForLoop,62.46666666666667, 32.57142857142857, 43.0, 30.5, 132.5,0.11920754627355834, 0.2619047619047619
Number_of_fixations,py2syn,MainHeader,4.333333333333333, 3.642857142857143, 3.0, 2.5, 127.0,0.17114982457020672, 0.20952380952380953
Number_of_fixations,py2syn,ThirdIfStatement,24.0, 13.285714285714286, 12.0, 11.5, 118.5,0.2849710815093338, 0.12857142857142856
Number_of_fixations,py2syn,VarDeclaration,36.93333333333333, 18.5, 31.0, 16.5, 164.5,0.004980304629545639, 0.5666666666666667
Number_of_fixations,pycomp1,ForLoop,75.33333333333333, 55.642857142857146, 60.0, 46.0, 144.0,0.046411400071834516, 0.37142857142857144
Number_of_fixations,pycomp1,FuncCall,19.2, 19.285714285714285, 17.0, 17.0, 109.5,0.4306732534204161, 0.04285714285714286
Number_of_fixations,pycomp1,FuncHeader,5.333333333333333, 10.428571428571429, 2.0, 6.5, 84.0,0.8282126575740909, -0.2
Number_of_fixations,pycomp1,FuncReturn,14.0, 10.714285714285714, 13.0, 9.0, 137.0,0.08420676424308932, 0.3047619047619048
Number_of_fixations,pycomp1,InputList,27.533333333333335, 19.285714285714285, 26.0, 12.5, 135.0,0.0986031668439436, 0.2857142857142857
Number_of_fixations,pycomp1,MainHeader,9.2, 8.928571428571429, 8.0, 7.0, 117.0,0.30747600197469366, 0.11428571428571428
Number_of_fixations,pycomp1,PrintStatement,8.666666666666666, 7.714285714285714, 5.0, 7.5, 88.5,0.7724736312513779, -0.15714285714285714
Number_of_fixations,pycomp1,VarDeclaration,10.666666666666666, 9.285714285714286, 9.0, 9.0, 123.0,0.22171619785315733, 0.17142857142857143
Number_of_fixations,pycomp2,ForLoop,159.53333333333333, 86.92857142857143, 134.0, 76.0, 146.5,0.036740815490425065, 0.3952380952380952
Number_of_fixations,pycomp2,FuncHeader,6.066666666666666, 5.0, 4.0, 3.5, 112.0,0.38515758675556844, 0.06666666666666667
Number_of_fixations,pycomp2,JoinSentence,36.46666666666667, 18.0, 17.0, 13.5, 133.0,0.11485887762106417, 0.26666666666666666
Number_of_fixations,pycomp2,Return,8.6, 5.642857142857143, 5.0, 4.5, 121.5,0.24163105911306842, 0.15714285714285714
Number_of_fixations,pycomp2,SentenceSplit,23.6, 15.571428571428571, 16.0, 14.5, 124.0,0.2093145561554221, 0.18095238095238095
Number_of_fixations,pycomp2,VarDeclaration,16.2, 12.928571428571429, 15.0, 13.5, 129.0,0.1523257704425417, 0.22857142857142856
Time_to_first_fixation,java1,FunctionHeader,1241.3870967741934, 9792.472350230415, 609.0, 612.0, 107.0,0.47388889270730716, 0.01904761904761905
Time_to_first_fixation,java1,Loop,13952.833333333334, 1419.857142857143, 188.0, 26.0, 132.0,0.1188415438808959, 0.2571428571428571
Time_to_first_fixation,java1,ReturnValue,53893.70952380953, 64188.688775510214, 42308.0, 51850.21428571428, 83.5,0.832558315225609, -0.20476190476190476
Time_to_first_fixation,java1,VarDeclaration,982.2565656565656, 842.6428571428571, 696.0, 415.5, 117.0,0.307432239648932, 0.11428571428571428
Time_to_first_fixation,java1,VarUpdate,18320.666666666668, 38765.98051948052, 12019.0, 21271.363636363636, 64.0,0.9649457076721426, -0.3904761904761905
Time_to_first_fixation,java2,BugIsHere,13938.733333333334, 16824.673160173163, 13135.0, 12428.5, 104.0,0.5260982598822899, -0.009523809523809525
Time_to_first_fixation,java2,ForLoop,2100.1, 3133.6428571428573, 286.0, 249.5, 92.0,0.7262592995874269, -0.12380952380952381
Time_to_first_fixation,java2,FunctionHeader,1991.9333333333334, 892.6688311688312, 476.0, 544.0, 97.5,0.6366728158415556, -0.07142857142857142
Time_to_first_fixation,java2,VarDeclaration,3195.8, 2557.3506493506493, 3261.0, 657.0, 119.5,0.27057153761352976, 0.1380952380952381
Time_to_first_fixation,py1sem,BugIsHere,30106.060416666667, 31345.06473214286, 25176.0, 30710.953125, 96.5,0.6527813864299397, -0.08095238095238096
Time_to_first_fixation,py1sem,BuggyCall,11840.852525252525, 15634.285714285714, 7884.0, 13995.5, 79.5,0.8717856911107469, -0.24285714285714285
Time_to_first_fixation,py1sem,CastingCall,5580.280808080808, 6008.642857142857, 3945.0, 4392.0, 94.0,0.6921532152732521, -0.10476190476190476
Time_to_first_fixation,py1sem,CastingFunction,19434.445833333335, 23941.620535714286, 15459.0, 24006.34375, 90.5,0.7437065560598937, -0.1380952380952381
Time_to_first_fixation,py1sem,MainHeader,6399.933333333333, 5476.904761904762, 5409.777777777777, 5409.777777777777, 131.0,0.11533357250660214, 0.24761904761904763
Time_to_first_fixation,py1sem,PrintStatement,14829.595833333333, 17279.495535714286, 11938.0, 16742.96875, 78.5,0.8807056675745473, -0.2523809523809524
Time_to_first_fixation,py1sem,VarDeclaration,351.7010101010101, 4851.642857142857, 194.0, 241.5, 95.0,0.6791000695170688, -0.09523809523809523
Time_to_first_fixation,py1syn,BugIsHere,25587.99012345679, 27545.780423280426, 28530.962962962964, 27271.5, 103.0,0.543629677659593, -0.01904761904761905
Time_to_first_fixation,py1syn,FirstIfStatement,10941.5875, 18031.285714285714, 12564.0, 11435.5, 96.0,0.6608064438156027, -0.08571428571428572
Time_to_first_fixation,py1syn,FunctionCall,816.1354166666666, 3183.573660714286, 430.0, 685.0, 105.5,0.5, 0.004761904761904762
Time_to_first_fixation,py1syn,FunctionHeader,9178.546666666667, 15671.6, 8561.0, 12195.0, 65.5,0.95975907051694, -0.3761904761904762
Time_to_first_fixation,py1syn,MainHeader,19473.01904761905, 13235.326530612245, 16917.714285714286, 4679.0, 126.0,0.17879535375118571, 0.2
Time_to_first_fixation,py1syn,PrintStatement,3127.1208333333334, 4907.642857142857, 2454.0, 3592.0, 76.0,0.9010650664783508, -0.2761904761904762
Time_to_first_fixation,py1syn,Return,21688.460000000003, 27698.688095238093, 23773.633333333335, 25212.816666666666, 81.5,0.8528506905370947, -0.22380952380952382
Time_to_first_fixation,py1syn,SecondIfStatement,14287.480000000001, 18460.6, 15533.0, 19038.0, 66.0,0.9578498063808945, -0.37142857142857144
Time_to_first_fixation,py1syn,ThirdIfStatement,16604.841379310346, 24965.6724137931, 18621.0, 23109.0, 65.0,0.9617972987820689, -0.38095238095238093
Time_to_first_fixation,py1syn,VarDeclaration,425.03111111111116, 1215.9619047619049, 350.0, 678.6166666666667, 67.0,0.9537697168974532, -0.3619047619047619
Time_to_first_fixation,py2sem,BugIsHere,3558.0, 4523.2532467532465, 3494.0, 4191.5, 94.0,0.6921314709798715, -0.10476190476190476
Time_to_first_fixation,py2sem,BugIsHere2,8924.2, 6085.021645021646, 7892.0, 5812.5, 126.0,0.18547551726654832, 0.2
Time_to_first_fixation,py2sem,FirstPrint,9936.266666666666, 9659.785714285714, 8537.0, 8440.0, 103.0,0.5434419599638128, -0.01904761904761905
Time_to_first_fixation,py2sem,Increment,17947.866666666665, 16355.190476190477, 20515.0, 16876.833333333336, 117.0,0.3078685290201285, 0.11428571428571428
Time_to_first_fixation,py2sem,MainHeader,14966.91111111111, 5651.563492063491, 2739.0, 542.0, 124.0,0.2080996304565273, 0.18095238095238095
Time_to_first_fixation,py2sem,SecondPrint,23375.666666666668, 19243.458874458876, 20633.0, 14417.5, 125.0,0.19734173918726683, 0.19047619047619047
Time_to_first_fixation,py2sem,VarDeclaration,480.53333333333336, 1471.9502164502167, 204.0, 230.5, 105.5,0.5, 0.004761904761904762
Time_to_first_fixation,py2syn,BugIsHere,11822.8, 16603.85714285714, 9953.0, 13509.5, 86.0,0.8026291473934963, -0.18095238095238095
Time_to_first_fixation,py2syn,FirstIfStatement,5877.6, 9445.0, 5809.0, 5261.0, 107.0,0.47390174011771014, 0.01904761904761905
Time_to_first_fixation,py2syn,ForLoop,2622.2, 4841.491341991342, 1939.0, 2617.0, 82.0,0.8474655946885568, -0.21904761904761905
Time_to_first_fixation,py2syn,MainHeader,14683.280952380952, 5595.775510204082, 512.0, 1005.5, 91.5,0.7299534781640619, -0.12857142857142856
Time_to_first_fixation,py2syn,ThirdIfStatement,16272.8, 18749.285714285714, 15972.0, 15086.5, 109.0,0.4392967196275708, 0.0380952380952381
Time_to_first_fixation,py2syn,VarDeclaration,451.53333333333336, 3530.603896103896, 227.0, 324.5, 68.0,0.949230821004869, -0.3523809523809524
Time_to_first_fixation,pycomp1,ForLoop,1052.2666666666667, 1631.7792207792209, 170.0, 607.5, 75.0,0.9093730322926443, -0.2857142857142857
Time_to_first_fixation,pycomp1,FuncCall,23306.533333333333, 39811.31601731602, 18646.0, 25998.5, 72.0,0.9281375970860462, -0.3142857142857143
Time_to_first_fixation,pycomp1,FuncHeader,8564.044444444446, 7926.976190476191, 2650.0, 877.0, 123.0,0.22148979499065702, 0.17142857142857143
Time_to_first_fixation,pycomp1,FuncReturn,13800.733333333334, 35369.71428571428, 11380.0, 15003.5, 81.0,0.8575254611576726, -0.22857142857142856
Time_to_first_fixation,pycomp1,InputList,22574.6, 38676.78571428572, 22070.0, 21295.5, 84.0,0.8259643560649289, -0.2
Time_to_first_fixation,pycomp1,MainHeader,21693.866666666665, 29206.15625, 16621.0, 19704.5, 92.0,0.7221568575131712, -0.12380952380952381
Time_to_first_fixation,pycomp1,PrintStatement,41883.1375, 54204.29017857143, 28002.0, 37325.5, 78.5,0.8807056675745473, -0.2523809523809524
Time_to_first_fixation,pycomp1,VarDeclaration,1829.8, 3610.21645021645, 959.0, 2281.0151515151515, 90.0,0.7506570317267073, -0.14285714285714285
Time_to_first_fixation,pycomp2,ForLoop,5606.666666666667, 6518.857142857143, 4146.0, 4038.0, 115.0,0.33913742956420134, 0.09523809523809523
Time_to_first_fixation,pycomp2,FuncHeader,5572.89696969697, 5044.681818181818, 2767.0, 4950.090909090909, 114.0,0.3514165616666445, 0.08571428571428572
Time_to_first_fixation,pycomp2,JoinSentence,26302.681720430108, 22119.389400921656, 24575.0, 19745.5, 124.0,0.2096016462610023, 0.18095238095238095
Time_to_first_fixation,pycomp2,Return,26617.977777777774, 37411.119047619046, 27636.0, 29741.166666666664, 90.0,0.7508953879035771, -0.14285714285714285
Time_to_first_fixation,pycomp2,SentenceSplit,1909.1333333333334, 1285.987012987013, 963.0, 728.0, 103.0,0.5434419599638128, -0.01904761904761905
Time_to_first_fixation,pycomp2,VarDeclaration,4009.6, 3490.0476190476193, 1863.0, 2433.0, 103.0,0.5434632908587347, -0.01904761904761905
Total_duration_of_fixations,java1,FunctionHeader,2004.4333333333334, 2071.3571428571427, 2157.0, 1676.0, 119.0,0.27777007853886626, 0.13333333333333333
Total_duration_of_fixations,java1,Loop,21796.933333333334, 27445.35714285714, 23420.0, 16444.5, 111.0,0.405149748035148, 0.05714285714285714
Total_duration_of_fixations,java1,ReturnValue,922.4, 816.3571428571429, 893.0, 628.5, 111.5,0.3962762406593697, 0.06190476190476191
Total_duration_of_fixations,java1,VarDeclaration,4043.0, 5172.285714285715, 3275.0, 3431.5, 102.0,0.5607032803724292, -0.02857142857142857
Total_duration_of_fixations,java1,VarUpdate,4878.666666666667, 4319.857142857143, 4405.0, 2662.5, 127.0,0.1740059562349749, 0.20952380952380953
Total_duration_of_fixations,java2,BugIsHere,10649.033333333333, 6856.214285714285, 8220.0, 6168.5, 123.0,0.222504359373368, 0.17142857142857143
Total_duration_of_fixations,java2,ForLoop,16387.466666666667, 14482.42857142857, 18794.0, 13143.0, 111.0,0.405149748035148, 0.05714285714285714
Total_duration_of_fixations,java2,FunctionHeader,7301.166666666667, 6964.357142857143, 6027.0, 5554.0, 114.0,0.35532978427019607, 0.08571428571428572
Total_duration_of_fixations,java2,VarDeclaration,4595.9, 3776.5714285714284, 3442.0, 3095.0, 112.5,0.37997643566082795, 0.07142857142857142
Total_duration_of_fixations,py1sem,BugIsHere,10223.266666666666, 12747.92857142857, 7670.0, 12743.5, 95.5,0.6687592061437966, -0.09047619047619047
Total_duration_of_fixations,py1sem,BuggyCall,14420.266666666666, 14514.714285714286, 10004.0, 12173.0, 106.0,0.4912950565984927, 0.009523809523809525
Total_duration_of_fixations,py1sem,CastingCall,13401.866666666667, 12787.0, 9004.0, 11325.0, 100.0,0.594850251964852, -0.047619047619047616
Total_duration_of_fixations,py1sem,CastingFunction,15749.0, 11317.92857142857, 10688.0, 9873.5, 125.5,0.1913372409949352, 0.19523809523809524
Total_duration_of_fixations,py1sem,MainHeader,256.73333333333335, 1456.2857142857142, 0.0, 670.0, 70.0,0.9524113582994272, -0.3333333333333333
Total_duration_of_fixations,py1sem,PrintStatement,12368.8, 12680.5, 12269.0, 11516.5, 99.5,0.6032983105282407, -0.05238095238095238
Total_duration_of_fixations,py1sem,VarDeclaration,11066.6, 16494.85714285714, 10347.0, 15558.5, 75.0,0.9084267373357343, -0.2857142857142857
Total_duration_of_fixations,py1syn,BugIsHere,1636.2, 2185.785714285714, 783.0, 1184.0, 88.0,0.778510205009343, -0.1619047619047619
Total_duration_of_fixations,py1syn,FirstIfStatement,6171.8, 6022.0, 6600.0, 5411.0, 105.0,0.5087060154667324, 0.0
Total_duration_of_fixations,py1syn,FunctionCall,3390.6666666666665, 4892.5, 3518.0, 4343.5, 83.5,0.8315420849823698, -0.20476190476190476
Total_duration_of_fixations,py1syn,FunctionHeader,2646.266666666667, 2625.0714285714284, 1812.0, 1391.0, 106.5,0.4825706450550639, 0.014285714285714285
Total_duration_of_fixations,py1syn,MainHeader,240.33333333333334, 943.0714285714286, 165.0, 305.0, 82.0,0.8541946527023447, -0.21904761904761905
Total_duration_of_fixations,py1syn,PrintStatement,3860.4666666666667, 6289.0, 4363.0, 5391.5, 86.0,0.8026582608127332, -0.18095238095238095
Total_duration_of_fixations,py1syn,Return,2881.3333333333335, 3307.6428571428573, 2382.0, 1341.5, 98.5,0.6201527468653079, -0.06190476190476191
Total_duration_of_fixations,py1syn,SecondIfStatement,5501.866666666667, 4894.714285714285, 5055.0, 4001.0, 111.5,0.3965895802695917, 0.06190476190476191
Total_duration_of_fixations,py1syn,ThirdIfStatement,6204.533333333334, 4177.571428571428, 3325.0, 4015.0, 107.0,0.4738373126775334, 0.01904761904761905
Total_duration_of_fixations,py1syn,VarDeclaration,2616.9333333333334, 3073.9285714285716, 2812.0, 3072.5, 92.0,0.722376264597492, -0.12380952380952381
Total_duration_of_fixations,py2sem,BugIsHere,6462.6, 7480.928571428572, 5180.0, 6212.0, 97.0,0.6446702157298039, -0.0761904761904762
Total_duration_of_fixations,py2sem,BugIsHere2,5218.8, 6028.285714285715, 4065.0, 5154.5, 98.0,0.6282896511523738, -0.06666666666666667
Total_duration_of_fixations,py2sem,FirstPrint,13548.733333333334, 10987.714285714286, 11182.0, 8742.0, 133.0,0.11503114901319833, 0.26666666666666666
Total_duration_of_fixations,py2sem,Increment,5634.4, 4344.0, 3508.0, 2457.5, 117.0,0.3078685290201285, 0.11428571428571428
Total_duration_of_fixations,py2sem,MainHeader,1049.5333333333333, 1023.3571428571429, 465.0, 1096.0, 102.0,0.5611229906966574, -0.02857142857142857
Total_duration_of_fixations,py2sem,SecondPrint,6594.466666666666, 5590.928571428572, 5738.0, 4181.0, 131.0,0.1328732760457101, 0.24761904761904763
Total_duration_of_fixations,py2sem,VarDeclaration,9821.466666666667, 8822.07142857143, 8935.0, 8171.0, 118.0,0.2926894642304807, 0.12380952380952381
Total_duration_of_fixations,py2syn,BugIsHere,9501.733333333334, 5932.357142857143, 6390.0, 5417.5, 122.0,0.23572585341946345, 0.1619047619047619
Total_duration_of_fixations,py2syn,FirstIfStatement,18278.066666666666, 6798.142857142857, 9326.0, 5323.0, 153.0,0.019082884729415002, 0.45714285714285713
Total_duration_of_fixations,py2syn,ForLoop,14398.8, 7780.0, 9682.0, 7187.5, 127.0,0.1740356439350711, 0.20952380952380953
Total_duration_of_fixations,py2syn,MainHeader,1034.5333333333333, 933.0, 752.0, 579.5, 124.0,0.209141902275764, 0.18095238095238095
Total_duration_of_fixations,py2syn,ThirdIfStatement,5047.466666666666, 2916.285714285714, 2530.0, 2595.5, 110.0,0.42215007381101577, 0.047619047619047616
Total_duration_of_fixations,py2syn,VarDeclaration,8000.333333333333, 4226.357142857143, 6865.0, 3798.5, 158.0,0.010973385501623417, 0.5047619047619047
Total_duration_of_fixations,pycomp1,ForLoop,18707.8, 14982.142857142857, 14682.0, 10786.0, 143.0,0.050853465015546634, 0.3619047619047619
Total_duration_of_fixations,pycomp1,FuncCall,4071.4666666666667, 3977.714285714286, 3788.0, 3158.5, 113.0,0.3717103488476262, 0.0761904761904762
Total_duration_of_fixations,pycomp1,FuncHeader,1193.6, 2808.3571428571427, 443.0, 1708.0, 79.5,0.8727851717147909, -0.24285714285714285
Total_duration_of_fixations,pycomp1,FuncReturn,3011.866666666667, 2472.1428571428573, 2307.0, 1870.0, 124.0,0.20971624980333065, 0.18095238095238095
Total_duration_of_fixations,pycomp1,InputList,6069.933333333333, 4359.285714285715, 6051.0, 2615.0, 134.0,0.10677886432888456, 0.2761904761904762
Total_duration_of_fixations,pycomp1,MainHeader,2225.9333333333334, 1744.4285714285713, 1850.0, 1373.5, 123.0,0.22247632390328775, 0.17142857142857143
Total_duration_of_fixations,pycomp1,PrintStatement,1994.6666666666667, 1439.7142857142858, 1282.0, 1296.0, 99.0,0.6117002221485369, -0.05714285714285714
Total_duration_of_fixations,pycomp1,VarDeclaration,2444.5333333333333, 2181.9285714285716, 1897.0, 1958.5, 127.0,0.1740356439350711, 0.20952380952380953
Total_duration_of_fixations,pycomp2,ForLoop,35486.13333333333, 18933.571428571428, 29102.0, 14692.0, 148.0,0.0318086772210819, 0.4095238095238095
Total_duration_of_fixations,pycomp2,FuncHeader,1426.1333333333334, 1091.142857142857, 708.0, 613.0, 115.0,0.3349353223907431, 0.09523809523809523
Total_duration_of_fixations,pycomp2,JoinSentence,8124.4, 4184.642857142857, 5948.0, 2462.5, 135.0,0.0988520535231987, 0.2857142857142857
Total_duration_of_fixations,pycomp2,Return,1919.9333333333334, 1107.9285714285713, 1247.0, 830.0, 128.0,0.1627265877553098, 0.21904761904761905
Total_duration_of_fixations,pycomp2,SentenceSplit,5498.666666666667, 3299.214285714286, 3233.0, 2875.0, 130.0,0.14247453884232747, 0.23809523809523808
Total_duration_of_fixations,pycomp2,VarDeclaration,3816.6, 2954.8571428571427, 3207.0, 2561.5, 128.0,0.16305472601024446, 0.21904761904761905
